number_people,date,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
53,2015-11-04 12:30:12-08:00,45012,2,0,0,63.42,0,1,11,12
56,2015-11-04 12:40:13-08:00,45613,2,0,0,63.42,0,1,11,12
40,2015-11-04 12:50:15-08:00,46215,2,0,0,63.42,0,1,11,12
43,2015-11-04 13:00:17-08:00,46817,2,0,0,63.97,0,1,11,13
54,2015-11-04 13:20:13-08:00,48013,2,0,0,63.97,0,1,11,13
40,2015-11-04 13:30:14-08:00,48614,2,0,0,63.97,0,1,11,13
34,2015-11-04 13:40:16-08:00,49216,2,0,0,63.97,0,1,11,13
41,2015-11-04 13:50:16-08:00,49816,2,0,0,63.97,0,1,11,13
51,2015-11-04 14:00:17-08:00,50417,2,0,0,64.97,0,1,11,14
42,2015-11-04 14:20:12-08:00,51612,2,0,0,64.97,0,1,11,14
43,2015-11-04 14:30:14-08:00,52214,2,0,0,64.97,0,1,11,14
50,2015-11-04 14:40:21-08:00,52821,2,0,0,64.97,0,1,11,14
52,2015-11-04 14:50:37-08:00,53437,2,0,0,64.97,0,1,11,14
53,2015-11-04 15:00:37-08:00,54037,2,0,0,64.51,0,1,11,15
46,2015-11-04 15:20:13-08:00,55213,2,0,0,64.51,0,1,11,15
42,2015-11-04 15:30:13-08:00,55813,2,0,0,64.51,0,1,11,15
48,2015-11-04 15:40:18-08:00,56418,2,0,0,64.51,0,1,11,15
47,2015-11-04 15:50:22-08:00,57022,2,0,0,64.51,0,1,11,15
57,2015-11-04 16:00:23-08:00,57623,2,0,0,63.02,0,1,11,16
64,2015-11-04 16:20:13-08:00,58813,2,0,0,63.02,0,1,11,16
73,2015-11-04 16:30:14-08:00,59414,2,0,0,63.02,0,1,11,16
75,2015-11-04 16:40:19-08:00,60019,2,0,0,63.02,0,1,11,16
70,2015-11-04 17:21:12-08:00,62472,2,0,0,61.53,0,1,11,17
76,2015-11-04 17:31:14-08:00,63074,2,0,0,61.53,0,1,11,17
84,2015-11-04 17:41:15-08:00,63675,2,0,0,61.53,0,1,11,17
72,2015-11-04 17:51:18-08:00,64278,2,0,0,61.53,0,1,11,17
59,2015-11-04 18:01:24-08:00,64884,2,0,0,60.28,0,1,11,18
64,2015-11-04 20:20:12-08:00,73212,2,0,0,58.27,0,1,11,20
68,2015-11-04 20:30:13-08:00,73813,2,0,0,58.27,0,1,11,20
79,2015-11-04 20:40:13-08:00,74413,2,0,0,58.27,0,1,11,20
76,2015-11-04 20:50:14-08:00,75014,2,0,0,58.27,0,1,11,20
75,2015-11-04 21:00:15-08:00,75615,2,0,0,57.03,0,1,11,21
84,2015-11-04 21:20:11-08:00,76811,2,0,0,57.03,0,1,11,21
72,2015-11-04 21:30:12-08:00,77412,2,0,0,57.03,0,1,11,21
68,2015-11-04 21:40:12-08:00,78012,2,0,0,57.03,0,1,11,21
81,2015-11-04 21:50:14-08:00,78614,2,0,0,57.03,0,1,11,21
79,2015-11-04 22:00:17-08:00,79217,2,0,0,56.72,0,1,11,22
93,2015-11-04 22:20:34-08:00,80434,2,0,0,56.72,0,1,11,22
79,2015-11-04 22:30:52-08:00,81052,2,0,0,56.72,0,1,11,22
66,2015-11-04 22:40:52-08:00,81652,2,0,0,56.72,0,1,11,22
73,2015-11-04 22:50:53-08:00,82253,2,0,0,56.72,0,1,11,22
73,2015-11-04 23:00:57-08:00,82857,2,0,0,54.83,0,1,11,23
77,2015-11-04 23:20:13-08:00,84013,2,0,0,54.83,0,1,11,23
58,2015-11-04 23:30:19-08:00,84619,2,0,0,54.83,0,1,11,23
74,2015-11-04 23:40:26-08:00,85226,2,0,0,54.83,0,1,11,23
75,2015-11-04 23:50:27-08:00,85827,2,0,0,54.83,0,1,11,23
73,2015-11-05 00:00:28-08:00,28,3,0,0,53.82,0,1,11,0
58,2015-11-05 00:20:15-08:00,1215,3,0,0,53.82,0,1,11,0
54,2015-11-05 00:30:18-08:00,1818,3,0,0,53.82,0,1,11,0
44,2015-11-05 00:40:19-08:00,2419,3,0,0,53.82,0,1,11,0
33,2015-11-05 00:50:19-08:00,3019,3,0,0,53.82,0,1,11,0
28,2015-11-05 01:00:20-08:00,3620,3,0,0,54.14,0,1,11,1
1,2015-11-05 05:20:12-08:00,19212,3,0,0,52.05,0,1,11,5
1,2015-11-05 05:30:12-08:00,19812,3,0,0,52.05,0,1,11,5
4,2015-11-05 05:40:13-08:00,20413,3,0,0,52.05,0,1,11,5
2,2015-11-05 05:50:14-08:00,21014,3,0,0,52.05,0,1,11,5
6,2015-11-05 06:00:14-08:00,21614,3,0,0,51.28,0,1,11,6
10,2015-11-05 06:20:15-08:00,22815,3,0,0,51.28,0,1,11,6
11,2015-11-05 06:30:16-08:00,23416,3,0,0,51.28,0,1,11,6
17,2015-11-05 06:40:17-08:00,24017,3,0,0,51.28,0,1,11,6
18,2015-11-05 06:50:18-08:00,24618,3,0,0,51.28,0,1,11,6
25,2015-11-05 07:00:19-08:00,25219,3,0,0,53.55,0,1,11,7
28,2015-11-05 07:20:12-08:00,26412,3,0,0,53.55,0,1,11,7
23,2015-11-05 07:30:13-08:00,27013,3,0,0,53.55,0,1,11,7
22,2015-11-05 07:40:14-08:00,27614,3,0,0,53.55,0,1,11,7
23,2015-11-05 07:50:15-08:00,28215,3,0,0,53.55,0,1,11,7
26,2015-11-05 08:00:17-08:00,28817,3,0,0,56.31,0,1,11,8
33,2015-11-05 08:20:16-08:00,30016,3,0,0,56.31,0,1,11,8
31,2015-11-05 08:30:16-08:00,30616,3,0,0,56.31,0,1,11,8
44,2015-11-05 08:40:17-08:00,31217,3,0,0,56.31,0,1,11,8
43,2015-11-05 08:50:18-08:00,31818,3,0,0,56.31,0,1,11,8
38,2015-11-05 09:00:18-08:00,32418,3,0,0,57.84,0,1,11,9
36,2015-11-05 09:20:15-08:00,33615,3,0,0,57.84,0,1,11,9
35,2015-11-05 09:30:19-08:00,34219,3,0,0,57.84,0,1,11,9
35,2015-11-05 09:40:20-08:00,34820,3,0,0,57.84,0,1,11,9
58,2015-11-05 09:50:23-08:00,35423,3,0,0,57.84,0,1,11,9
52,2015-11-05 10:00:24-08:00,36024,3,0,0,58.51,0,1,11,10
55,2015-11-05 10:20:11-08:00,37211,3,0,0,58.51,0,1,11,10
41,2015-11-05 10:30:12-08:00,37812,3,0,0,58.51,0,1,11,10
49,2015-11-05 10:40:13-08:00,38413,3,0,0,58.51,0,1,11,10
51,2015-11-05 10:50:14-08:00,39014,3,0,0,58.51,0,1,11,10
41,2015-11-05 11:00:15-08:00,39615,3,0,0,60.31,0,1,11,11
38,2015-11-05 11:20:17-08:00,40817,3,0,0,60.31,0,1,11,11
40,2015-11-05 11:30:18-08:00,41418,3,0,0,60.31,0,1,11,11
34,2015-11-05 11:40:22-08:00,42022,3,0,0,60.31,0,1,11,11
38,2015-11-05 11:50:24-08:00,42624,3,0,0,60.31,0,1,11,11
32,2015-11-05 12:00:25-08:00,43225,3,0,0,60.3,0,1,11,12
44,2015-11-05 12:21:29-08:00,44489,3,0,0,60.3,0,1,11,12
54,2015-11-05 12:31:30-08:00,45090,3,0,0,60.3,0,1,11,12
49,2015-11-05 12:41:35-08:00,45695,3,0,0,60.3,0,1,11,12
45,2015-11-05 12:51:37-08:00,46297,3,0,0,60.3,0,1,11,12
55,2015-11-05 13:01:38-08:00,46898,3,0,0,61.54,0,1,11,13
52,2015-11-05 13:20:16-08:00,48016,3,0,0,61.54,0,1,11,13
52,2015-11-05 13:36:53-08:00,49013,3,0,0,61.54,0,1,11,13
56,2015-11-05 13:46:53-08:00,49613,3,0,0,61.54,0,1,11,13
49,2015-11-05 13:56:54-08:00,50214,3,0,0,61.54,0,1,11,13
59,2015-11-05 14:20:11-08:00,51611,3,0,0,61.54,0,1,11,14
48,2015-11-05 14:30:12-08:00,52212,3,0,0,61.54,0,1,11,14
53,2015-11-05 14:40:12-08:00,52812,3,0,0,61.54,0,1,11,14
55,2015-11-05 14:50:14-08:00,53414,3,0,0,61.54,0,1,11,14
62,2015-11-05 15:00:14-08:00,54014,3,0,0,61.54,0,1,11,15
60,2015-11-05 15:20:12-08:00,55212,3,0,0,61.54,0,1,11,15
54,2015-11-05 15:30:13-08:00,55813,3,0,0,61.54,0,1,11,15
58,2015-11-05 15:40:13-08:00,56413,3,0,0,61.54,0,1,11,15
59,2015-11-05 15:50:14-08:00,57014,3,0,0,61.54,0,1,11,15
70,2015-11-05 16:00:15-08:00,57615,3,0,0,61.54,0,1,11,16
60,2015-11-05 16:20:12-08:00,58812,3,0,0,61.54,0,1,11,16
60,2015-11-05 16:30:13-08:00,59413,3,0,0,61.54,0,1,11,16
64,2015-11-05 16:40:14-08:00,60014,3,0,0,61.54,0,1,11,16
57,2015-11-05 16:50:14-08:00,60614,3,0,0,61.54,0,1,11,16
61,2015-11-05 17:00:15-08:00,61215,3,0,0,61.54,0,1,11,17
62,2015-11-05 17:20:12-08:00,62412,3,0,0,61.54,0,1,11,17
69,2015-11-05 17:30:12-08:00,63012,3,0,0,61.54,0,1,11,17
81,2015-11-05 17:40:13-08:00,63613,3,0,0,61.54,0,1,11,17
54,2015-11-05 17:50:14-08:00,64214,3,0,0,61.54,0,1,11,17
63,2015-11-05 18:00:15-08:00,64815,3,0,0,61.54,0,1,11,18
81,2015-11-05 18:20:12-08:00,66012,3,0,0,61.54,0,1,11,18
67,2015-11-05 18:30:12-08:00,66612,3,0,0,61.54,0,1,11,18
82,2015-11-05 18:40:13-08:00,67213,3,0,0,61.54,0,1,11,18
67,2015-11-05 18:50:14-08:00,67814,3,0,0,61.54,0,1,11,18
79,2015-11-05 19:00:14-08:00,68414,3,0,0,61.54,0,1,11,19
61,2015-11-05 19:20:12-08:00,69612,3,0,0,61.54,0,1,11,19
55,2015-11-05 19:30:12-08:00,70212,3,0,0,61.54,0,1,11,19
56,2015-11-05 19:40:13-08:00,70813,3,0,0,61.54,0,1,11,19
64,2015-11-05 19:50:14-08:00,71414,3,0,0,61.54,0,1,11,19
65,2015-11-05 20:00:14-08:00,72014,3,0,0,61.54,0,1,11,20
63,2015-11-05 20:20:12-08:00,73212,3,0,0,61.54,0,1,11,20
57,2015-11-05 20:30:12-08:00,73812,3,0,0,61.54,0,1,11,20
62,2015-11-05 20:40:13-08:00,74413,3,0,0,61.54,0,1,11,20
61,2015-11-05 20:50:13-08:00,75013,3,0,0,61.54,0,1,11,20
55,2015-11-05 21:00:14-08:00,75614,3,0,0,61.54,0,1,11,21
51,2015-11-05 21:20:12-08:00,76812,3,0,0,61.54,0,1,11,21
69,2015-11-05 21:30:13-08:00,77413,3,0,0,61.54,0,1,11,21
77,2015-11-05 21:40:14-08:00,78014,3,0,0,61.54,0,1,11,21
68,2015-11-05 21:50:14-08:00,78614,3,0,0,61.54,0,1,11,21
76,2015-11-05 22:00:15-08:00,79215,3,0,0,61.54,0,1,11,22
68,2015-11-05 22:20:12-08:00,80412,3,0,0,61.54,0,1,11,22
78,2015-11-05 22:30:13-08:00,81013,3,0,0,61.54,0,1,11,22
69,2015-11-05 22:40:14-08:00,81614,3,0,0,61.54,0,1,11,22
74,2015-11-05 22:50:15-08:00,82215,3,0,0,61.54,0,1,11,22
84,2015-11-05 23:00:15-08:00,82815,3,0,0,61.54,0,1,11,23
72,2015-11-05 23:20:11-08:00,84011,3,0,0,61.54,0,1,11,23
67,2015-11-05 23:30:12-08:00,84612,3,0,0,61.54,0,1,11,23
60,2015-11-05 23:40:13-08:00,85213,3,0,0,61.54,0,1,11,23
48,2015-11-05 23:50:14-08:00,85814,3,0,0,61.54,0,1,11,23
43,2015-11-06 00:00:15-08:00,15,4,0,0,61.54,0,1,11,0
42,2015-11-06 00:20:11-08:00,1211,4,0,0,61.54,0,1,11,0
40,2015-11-06 00:30:12-08:00,1812,4,0,0,61.54,0,1,11,0
33,2015-11-06 00:40:13-08:00,2413,4,0,0,61.54,0,1,11,0
19,2015-11-06 00:50:13-08:00,3013,4,0,0,61.54,0,1,11,0
29,2015-11-06 01:00:14-08:00,3614,4,0,0,61.54,0,1,11,1
1,2015-11-06 05:20:12-08:00,19212,4,0,0,61.54,0,1,11,5
2,2015-11-06 05:30:12-08:00,19812,4,0,0,61.54,0,1,11,5
2,2015-11-06 05:40:13-08:00,20413,4,0,0,61.54,0,1,11,5
4,2015-11-06 05:50:13-08:00,21013,4,0,0,61.54,0,1,11,5
4,2015-11-06 06:00:14-08:00,21614,4,0,0,61.54,0,1,11,6
13,2015-11-06 06:20:12-08:00,22812,4,0,0,61.54,0,1,11,6
17,2015-11-06 06:30:12-08:00,23412,4,0,0,61.54,0,1,11,6
26,2015-11-06 06:40:13-08:00,24013,4,0,0,61.54,0,1,11,6
22,2015-11-06 06:50:13-08:00,24613,4,0,0,61.54,0,1,11,6
29,2015-11-06 07:00:14-08:00,25214,4,0,0,61.54,0,1,11,7
22,2015-11-06 07:20:12-08:00,26412,4,0,0,61.54,0,1,11,7
27,2015-11-06 07:30:13-08:00,27013,4,0,0,61.54,0,1,11,7
23,2015-11-06 07:40:14-08:00,27614,4,0,0,61.54,0,1,11,7
27,2015-11-06 07:50:14-08:00,28214,4,0,0,61.54,0,1,11,7
36,2015-11-06 08:00:15-08:00,28815,4,0,0,61.54,0,1,11,8
37,2015-11-06 08:20:12-08:00,30012,4,0,0,61.54,0,1,11,8
32,2015-11-06 08:30:12-08:00,30612,4,0,0,61.54,0,1,11,8
40,2015-11-06 08:40:13-08:00,31213,4,0,0,61.54,0,1,11,8
44,2015-11-06 08:50:14-08:00,31814,4,0,0,61.54,0,1,11,8
35,2015-11-06 09:00:14-08:00,32414,4,0,0,61.54,0,1,11,9
36,2015-11-06 09:20:10-08:00,33610,4,0,0,61.54,0,1,11,9
39,2015-11-06 09:30:11-08:00,34211,4,0,0,61.54,0,1,11,9
44,2015-11-06 09:40:12-08:00,34812,4,0,0,61.54,0,1,11,9
36,2015-11-06 09:50:13-08:00,35413,4,0,0,61.54,0,1,11,9
55,2015-11-06 10:00:14-08:00,36014,4,0,0,61.54,0,1,11,10
47,2015-11-06 10:20:12-08:00,37212,4,0,0,61.54,0,1,11,10
50,2015-11-06 10:30:12-08:00,37812,4,0,0,61.54,0,1,11,10
56,2015-11-06 10:40:13-08:00,38413,4,0,0,61.54,0,1,11,10
53,2015-11-06 10:50:14-08:00,39014,4,0,0,61.54,0,1,11,10
41,2015-11-06 11:00:15-08:00,39615,4,0,0,61.54,0,1,11,11
57,2015-11-06 11:20:12-08:00,40812,4,0,0,61.54,0,1,11,11
57,2015-11-06 11:30:13-08:00,41413,4,0,0,61.54,0,1,11,11
45,2015-11-06 11:40:13-08:00,42013,4,0,0,61.54,0,1,11,11
58,2015-11-06 11:50:14-08:00,42614,4,0,0,61.54,0,1,11,11
66,2015-11-06 12:00:15-08:00,43215,4,0,0,61.54,0,1,11,12
56,2015-11-06 12:20:11-08:00,44411,4,0,0,61.54,0,1,11,12
67,2015-11-06 12:30:12-08:00,45012,4,0,0,61.54,0,1,11,12
69,2015-11-06 12:40:13-08:00,45613,4,0,0,61.54,0,1,11,12
67,2015-11-06 12:50:13-08:00,46213,4,0,0,61.54,0,1,11,12
56,2015-11-06 13:00:15-08:00,46815,4,0,0,61.54,0,1,11,13
57,2015-11-06 13:20:13-08:00,48013,4,0,0,61.54,0,1,11,13
52,2015-11-06 13:30:14-08:00,48614,4,0,0,61.54,0,1,11,13
54,2015-11-06 13:40:14-08:00,49214,4,0,0,61.54,0,1,11,13
46,2015-11-06 13:50:15-08:00,49815,4,0,0,61.54,0,1,11,13
53,2015-11-06 14:00:16-08:00,50416,4,0,0,61.54,0,1,11,14
62,2015-11-06 14:20:12-08:00,51612,4,0,0,61.54,0,1,11,14
54,2015-11-06 14:30:13-08:00,52213,4,0,0,61.54,0,1,11,14
58,2015-11-06 14:40:14-08:00,52814,4,0,0,61.54,0,1,11,14
51,2015-11-06 14:50:16-08:00,53416,4,0,0,61.54,0,1,11,14
58,2015-11-06 15:00:16-08:00,54016,4,0,0,61.54,0,1,11,15
60,2015-11-06 15:20:12-08:00,55212,4,0,0,61.54,0,1,11,15
71,2015-11-06 15:30:13-08:00,55813,4,0,0,61.54,0,1,11,15
58,2015-11-06 15:40:13-08:00,56413,4,0,0,61.54,0,1,11,15
58,2015-11-06 15:50:14-08:00,57014,4,0,0,61.54,0,1,11,15
69,2015-11-06 16:00:15-08:00,57615,4,0,0,61.54,0,1,11,16
58,2015-11-06 16:20:12-08:00,58812,4,0,0,61.54,0,1,11,16
61,2015-11-06 16:30:13-08:00,59413,4,0,0,61.54,0,1,11,16
72,2015-11-06 16:40:13-08:00,60013,4,0,0,61.54,0,1,11,16
67,2015-11-06 16:50:14-08:00,60614,4,0,0,61.54,0,1,11,16
68,2015-11-06 17:00:15-08:00,61215,4,0,0,61.54,0,1,11,17
63,2015-11-06 17:20:13-08:00,62413,4,0,0,61.54,0,1,11,17
60,2015-11-06 17:30:14-08:00,63014,4,0,0,61.54,0,1,11,17
82,2015-11-06 17:40:15-08:00,63615,4,0,0,61.54,0,1,11,17
76,2015-11-06 17:50:15-08:00,64215,4,0,0,61.54,0,1,11,17
82,2015-11-06 18:00:16-08:00,64816,4,0,0,61.54,0,1,11,18
75,2015-11-06 18:20:11-08:00,66011,4,0,0,61.54,0,1,11,18
72,2015-11-06 18:30:12-08:00,66612,4,0,0,61.54,0,1,11,18
83,2015-11-06 18:40:12-08:00,67212,4,0,0,61.54,0,1,11,18
69,2015-11-06 18:50:13-08:00,67813,4,0,0,61.54,0,1,11,18
73,2015-11-06 19:00:14-08:00,68414,4,0,0,61.54,0,1,11,19
73,2015-11-06 19:20:12-08:00,69612,4,0,0,61.54,0,1,11,19
75,2015-11-06 19:30:12-08:00,70212,4,0,0,61.54,0,1,11,19
71,2015-11-06 19:40:13-08:00,70813,4,0,0,61.54,0,1,11,19
60,2015-11-06 19:50:13-08:00,71413,4,0,0,61.54,0,1,11,19
49,2015-11-06 20:00:14-08:00,72014,4,0,0,61.54,0,1,11,20
56,2015-11-06 20:20:12-08:00,73212,4,0,0,61.54,0,1,11,20
53,2015-11-06 20:30:12-08:00,73812,4,0,0,61.54,0,1,11,20
67,2015-11-06 20:40:13-08:00,74413,4,0,0,61.54,0,1,11,20
60,2015-11-06 20:50:14-08:00,75014,4,0,0,61.54,0,1,11,20
62,2015-11-06 21:00:14-08:00,75614,4,0,0,61.54,0,1,11,21
69,2015-11-06 21:20:12-08:00,76812,4,0,0,61.54,0,1,11,21
65,2015-11-06 21:30:12-08:00,77412,4,0,0,61.54,0,1,11,21
62,2015-11-06 21:40:13-08:00,78013,4,0,0,61.54,0,1,11,21
64,2015-11-06 21:50:14-08:00,78614,4,0,0,61.54,0,1,11,21
72,2015-11-06 22:00:15-08:00,79215,4,0,0,61.54,0,1,11,22
63,2015-11-06 22:20:12-08:00,80412,4,0,0,61.54,0,1,11,22
64,2015-11-06 22:30:13-08:00,81013,4,0,0,61.54,0,1,11,22
54,2015-11-06 22:40:14-08:00,81614,4,0,0,61.54,0,1,11,22
49,2015-11-06 22:50:14-08:00,82214,4,0,0,61.54,0,1,11,22
45,2015-11-06 23:00:15-08:00,82815,4,0,0,61.54,0,1,11,23
8,2015-11-06 23:20:14-08:00,84014,4,0,0,61.54,0,1,11,23
3,2015-11-06 23:30:18-08:00,84618,4,0,0,61.54,0,1,11,23
1,2015-11-06 23:40:26-08:00,85226,4,0,0,61.54,0,1,11,23
1,2015-11-06 23:50:28-08:00,85828,4,0,0,61.54,0,1,11,23
0,2015-11-07 00:00:29-08:00,29,5,1,0,61.54,0,1,11,0
1,2015-11-07 00:20:14-08:00,1214,5,1,0,61.54,0,1,11,0
0,2015-11-07 00:30:15-08:00,1815,5,1,0,61.54,0,1,11,0
0,2015-11-07 00:40:15-08:00,2415,5,1,0,61.54,0,1,11,0
0,2015-11-07 00:50:16-08:00,3016,5,1,0,61.54,0,1,11,0
0,2015-11-07 01:00:17-08:00,3617,5,1,0,61.54,0,1,11,1
0,2015-11-07 05:20:11-08:00,19211,5,1,0,61.54,0,1,11,5
0,2015-11-07 05:30:12-08:00,19812,5,1,0,61.54,0,1,11,5
0,2015-11-07 05:40:13-08:00,20413,5,1,0,61.54,0,1,11,5
0,2015-11-07 05:50:13-08:00,21013,5,1,0,61.54,0,1,11,5
0,2015-11-07 06:00:14-08:00,21614,5,1,0,61.54,0,1,11,6
0,2015-11-07 06:20:12-08:00,22812,5,1,0,61.54,0,1,11,6
0,2015-11-07 06:30:13-08:00,23413,5,1,0,61.54,0,1,11,6
0,2015-11-07 06:40:14-08:00,24014,5,1,0,61.54,0,1,11,6
0,2015-11-07 06:50:14-08:00,24614,5,1,0,61.54,0,1,11,6
2,2015-11-07 07:00:15-08:00,25215,5,1,0,61.54,0,1,11,7
1,2015-11-07 07:20:12-08:00,26412,5,1,0,61.54,0,1,11,7
4,2015-11-07 07:30:12-08:00,27012,5,1,0,61.54,0,1,11,7
7,2015-11-07 07:40:13-08:00,27613,5,1,0,61.54,0,1,11,7
13,2015-11-07 07:50:14-08:00,28214,5,1,0,61.54,0,1,11,7
10,2015-11-07 08:00:14-08:00,28814,5,1,0,61.54,0,1,11,8
22,2015-11-07 08:20:11-08:00,30011,5,1,0,61.54,0,1,11,8
24,2015-11-07 08:30:12-08:00,30612,5,1,0,61.54,0,1,11,8
33,2015-11-07 08:40:13-08:00,31213,5,1,0,61.54,0,1,11,8
33,2015-11-07 08:50:13-08:00,31813,5,1,0,61.54,0,1,11,8
43,2015-11-07 09:00:14-08:00,32414,5,1,0,61.54,0,1,11,9
45,2015-11-07 09:20:12-08:00,33612,5,1,0,61.54,0,1,11,9
58,2015-11-07 09:30:15-08:00,34215,5,1,0,61.54,0,1,11,9
47,2015-11-07 09:40:20-08:00,34820,5,1,0,61.54,0,1,11,9
46,2015-11-07 09:50:28-08:00,35428,5,1,0,61.54,0,1,11,9
42,2015-11-07 10:00:28-08:00,36028,5,1,0,61.54,0,1,11,10
49,2015-11-07 10:20:17-08:00,37217,5,1,0,61.54,0,1,11,10
47,2015-11-07 10:30:18-08:00,37818,5,1,0,61.54,0,1,11,10
47,2015-11-07 10:40:19-08:00,38419,5,1,0,61.54,0,1,11,10
34,2015-11-07 10:50:20-08:00,39020,5,1,0,61.54,0,1,11,10
47,2015-11-07 11:00:21-08:00,39621,5,1,0,61.54,0,1,11,11
61,2015-11-07 11:20:13-08:00,40813,5,1,0,61.54,0,1,11,11
57,2015-11-07 11:30:20-08:00,41420,5,1,0,61.54,0,1,11,11
64,2015-11-07 11:40:33-08:00,42033,5,1,0,61.54,0,1,11,11
57,2015-11-07 11:50:35-08:00,42635,5,1,0,61.54,0,1,11,11
44,2015-11-07 12:21:45-08:00,44505,5,1,0,62.3,0,1,11,12
45,2015-11-07 12:31:47-08:00,45107,5,1,0,62.3,0,1,11,12
42,2015-11-07 12:41:53-08:00,45713,5,1,0,62.3,0,1,11,12
46,2015-11-07 12:51:55-08:00,46315,5,1,0,62.3,0,1,11,12
42,2015-11-07 13:20:12-08:00,48012,5,1,0,63.3,0,1,11,13
49,2015-11-07 13:30:13-08:00,48613,5,1,0,63.3,0,1,11,13
45,2015-11-07 13:40:14-08:00,49214,5,1,0,63.3,0,1,11,13
47,2015-11-07 13:50:15-08:00,49815,5,1,0,63.3,0,1,11,13
47,2015-11-07 14:00:18-08:00,50418,5,1,0,63.66,0,1,11,14
51,2015-11-07 16:20:11-08:00,58811,5,1,0,62.75,0,1,11,16
61,2015-11-07 16:30:11-08:00,59411,5,1,0,62.75,0,1,11,16
64,2015-11-07 16:31:47-08:00,59507,5,1,0,62.75,0,1,11,16
56,2015-11-07 16:40:12-08:00,60012,5,1,0,62.75,0,1,11,16
59,2015-11-07 16:41:48-08:00,60108,5,1,0,62.75,0,1,11,16
70,2015-11-07 16:50:12-08:00,60612,5,1,0,62.75,0,1,11,16
68,2015-11-07 16:51:50-08:00,60710,5,1,0,62.75,0,1,11,16
72,2015-11-07 17:00:13-08:00,61213,5,1,0,62.34,0,1,11,17
67,2015-11-07 17:01:51-08:00,61311,5,1,0,62.34,0,1,11,17
67,2015-11-07 17:20:12-08:00,62412,5,1,0,62.34,0,1,11,17
70,2015-11-07 17:30:12-08:00,63012,5,1,0,62.34,0,1,11,17
66,2015-11-07 17:40:13-08:00,63613,5,1,0,62.34,0,1,11,17
75,2015-11-07 17:50:13-08:00,64213,5,1,0,62.34,0,1,11,17
76,2015-11-07 18:00:14-08:00,64814,5,1,0,61.8,0,1,11,18
54,2015-11-07 18:20:11-08:00,66011,5,1,0,61.8,0,1,11,18
51,2015-11-07 18:30:12-08:00,66612,5,1,0,61.8,0,1,11,18
58,2015-11-07 18:40:13-08:00,67213,5,1,0,61.8,0,1,11,18
63,2015-11-07 18:50:13-08:00,67813,5,1,0,61.8,0,1,11,18
58,2015-11-07 19:00:13-08:00,68413,5,1,0,61.17,0,1,11,19
53,2015-11-07 19:20:12-08:00,69612,5,1,0,61.17,0,1,11,19
48,2015-11-07 19:30:13-08:00,70213,5,1,0,61.17,0,1,11,19
51,2015-11-07 19:40:13-08:00,70813,5,1,0,61.17,0,1,11,19
53,2015-11-07 19:50:14-08:00,71414,5,1,0,61.17,0,1,11,19
44,2015-11-07 20:00:15-08:00,72015,5,1,0,60.45,0,1,11,20
43,2015-11-07 20:20:12-08:00,73212,5,1,0,60.45,0,1,11,20
47,2015-11-07 20:30:13-08:00,73813,5,1,0,60.45,0,1,11,20
38,2015-11-07 20:40:13-08:00,74413,5,1,0,60.45,0,1,11,20
36,2015-11-07 20:50:14-08:00,75014,5,1,0,60.45,0,1,11,20
45,2015-11-07 21:00:14-08:00,75614,5,1,0,59.67,0,1,11,21
56,2015-11-07 21:20:12-08:00,76812,5,1,0,59.67,0,1,11,21
55,2015-11-07 21:30:13-08:00,77413,5,1,0,59.67,0,1,11,21
51,2015-11-07 21:40:14-08:00,78014,5,1,0,59.67,0,1,11,21
41,2015-11-07 21:50:15-08:00,78615,5,1,0,59.67,0,1,11,21
55,2015-11-07 22:00:16-08:00,79216,5,1,0,58.86,0,1,11,22
56,2015-11-07 22:20:12-08:00,80412,5,1,0,58.86,0,1,11,22
49,2015-11-07 22:30:13-08:00,81013,5,1,0,58.86,0,1,11,22
49,2015-11-07 22:40:14-08:00,81614,5,1,0,58.86,0,1,11,22
35,2015-11-07 22:50:15-08:00,82215,5,1,0,58.86,0,1,11,22
34,2015-11-07 23:00:16-08:00,82816,5,1,0,58.02,0,1,11,23
5,2015-11-07 23:20:12-08:00,84012,5,1,0,58.02,0,1,11,23
1,2015-11-07 23:30:12-08:00,84612,5,1,0,58.02,0,1,11,23
1,2015-11-07 23:40:14-08:00,85214,5,1,0,58.02,0,1,11,23
0,2015-11-07 23:50:15-08:00,85815,5,1,0,58.02,0,1,11,23
1,2015-11-08 00:00:15-08:00,15,6,1,0,57.18,0,1,11,0
0,2015-11-08 00:20:15-08:00,1215,6,1,0,57.18,0,1,11,0
0,2015-11-08 00:30:15-08:00,1815,6,1,0,57.18,0,1,11,0
1,2015-11-08 00:40:15-08:00,2415,6,1,0,57.18,0,1,11,0
0,2015-11-08 00:50:16-08:00,3016,6,1,0,57.18,0,1,11,0
0,2015-11-08 01:00:16-08:00,3616,6,1,0,56.37,0,1,11,1
0,2015-11-08 05:20:12-08:00,19212,6,1,0,53.75,0,1,11,5
0,2015-11-08 05:30:12-08:00,19812,6,1,0,53.75,0,1,11,5
0,2015-11-08 05:40:12-08:00,20412,6,1,0,53.75,0,1,11,5
0,2015-11-08 05:50:13-08:00,21013,6,1,0,53.75,0,1,11,5
0,2015-11-08 06:00:13-08:00,21613,6,1,0,53.36,0,1,11,6
