Date,Day_of_Week,Month,Week_of_the_year,Day_of_month,Is_Weekend,Special_Event,Number_Attended
2026-09-27,Sunday,9,40,27,true,true,4
2026-09-28,Monday,9,40,28,false,true,486
2026-09-29,Tuesday,9,40,29,false,true,1514
2026-09-30,Wednesday,9,40,30,false,true,490
2026-10-01,Thursday,10,40,1,false,true,1086
2026-10-02,Friday,10,40,2,false,true,488
2026-10-03,Saturday,10,40,3,true,true,33
2026-10-04,Sunday,10,41,4,true,false,3
2026-10-05,Monday,10,41,5,false,true,537
2026-10-06,Tuesday,10,41,6,false,false,821
2026-10-07,Wednesday,10,41,7,false,true,625
2026-10-08,Thursday,10,41,8,false,true,1546
2026-10-09,Friday,10,41,9,false,true,569
2026-10-10,Saturday,10,41,10,true,false,1
2026-10-11,Sunday,10,42,11,true,false,3
2026-10-12,Monday,10,42,12,false,true,437
2026-10-13,Tuesday,10,42,13,false,true,931
2026-10-14,Wednesday,10,42,14,false,false,583
2026-10-15,Thursday,10,42,15,false,true,1443
2026-10-16,Friday,10,42,16,false,true,444
2026-10-17,Saturday,10,42,17,true,false,8
2026-10-18,Sunday,10,43,18,true,false,4
2026-10-19,Monday,10,43,19,false,true,586
2026-10-20,Tuesday,10,43,20,false,true,1151
2026-10-21,Wednesday,10,43,21,false,false,319
2026-10-22,Thursday,10,43,22,false,false,827
2026-10-23,Friday,10,43,23,false,true,699
2026-10-24,Saturday,10,43,24,true,false,18
2026-10-25,Sunday,10,44,25,true,true,5
2026-10-26,Monday,10,44,26,false,true,318
2026-10-27,Tuesday,10,44,27,false,false,1573
2026-10-28,Wednesday,10,44,28,false,true,670
2026-10-29,Thursday,10,44,29,false,true,1474
2026-10-30,Friday,10,44,30,false,true,537
2026-10-31,Saturday,10,44,31,true,false,29
2026-11-01,Sunday,11,45,1,true,true,3
2026-11-02,Monday,11,45,2,false,true,282
2026-11-03,Tuesday,11,45,3,false,true,1603
2026-11-04,Wednesday,11,45,4,false,true,554
2026-11-05,Thursday,11,45,5,false,false,997
2026-11-06,Friday,11,45,6,false,false,428
2026-11-07,Saturday,11,45,7,true,false,3
2026-11-08,Sunday,11,46,8,true,false,3
2026-11-09,Monday,11,46,9,false,true,436
2026-11-10,Tuesday,11,46,10,false,false,1707
2026-11-11,Wednesday,11,46,11,false,true,639
2026-11-12,Thursday,11,46,12,false,false,1632
2026-11-13,Friday,11,46,13,false,true,380
2026-11-14,Saturday,11,46,14,true,true,45
2026-11-15,Sunday,11,47,15,true,false,4
2026-11-16,Monday,11,47,16,false,false,404
2026-11-17,Tuesday,11,47,17,false,false,945
2026-11-18,Wednesday,11,47,18,false,false,250
2026-11-19,Thursday,11,47,19,false,true,1542
2026-11-20,Friday,11,47,20,false,true,688
2026-11-21,Saturday,11,47,21,true,false,34
2026-11-22,Sunday,11,48,22,true,false,3
2026-11-23,Monday,11,48,23,false,true,527
2026-11-24,Tuesday,11,48,24,false,true,1519
2026-11-25,Wednesday,11,48,25,false,true,610
2026-11-26,Thursday,11,48,26,false,true,1016
2026-11-27,Friday,11,48,27,false,false,586
2026-11-28,Saturday,11,48,28,true,false,9
2026-11-29,Sunday,11,49,29,true,false,5
2026-11-30,Monday,11,49,30,false,true,686
2026-12-01,Tuesday,12,49,1,false,false,1365
2026-12-02,Wednesday,12,49,2,false,false,573
2026-12-03,Thursday,12,49,3,false,false,1345
2026-12-04,Friday,12,49,4,false,true,374
2026-12-05,Saturday,12,49,5,true,false,31
2026-12-06,Sunday,12,50,6,true,false,3
2026-12-07,Monday,12,50,7,false,true,572
2026-12-08,Tuesday,12,50,8,false,false,817
2026-12-09,Wednesday,12,50,9,false,true,655
2026-12-10,Thursday,12,50,10,false,true,996
2026-12-11,Friday,12,50,11,false,false,539
2026-12-12,Saturday,12,50,12,true,false,49
2026-12-13,Sunday,12,51,13,true,false,4
2026-12-14,Monday,12,51,14,false,true,264
2026-12-15,Tuesday,12,51,15,false,true,1624
2026-12-16,Wednesday,12,51,16,false,false,484
2026-12-17,Thursday,12,51,17,false,true,1565
2026-12-18,Friday,12,51,18,false,true,510
2026-12-19,Saturday,12,51,19,true,false,2
2026-12-20,Sunday,12,52,20,true,false,4
2026-12-21,Monday,12,52,21,false,false,587
2026-12-22,Tuesday,12,52,22,false,false,812
2026-12-23,Wednesday,12,52,23,false,false,412
2026-12-24,Thursday,12,52,24,false,true,1140
2026-12-25,Friday,12,52,25,false,false,637
2026-12-26,Saturday,12,52,26,true,true,45
2026-12-27,Sunday,12,53,27,true,false,5
2026-12-28,Monday,12,53,28,false,true,380
2026-12-29,Tuesday,12,53,29,false,true,1012
2026-12-30,Wednesday,12,53,30,false,true,640
2026-12-31,Thursday,12,53,31,false,true,1085
2027-01-01,Friday,1,1,1,false,false,346
2027-01-02,Saturday,1,1,2,true,true,31
2027-01-03,Sunday,1,2,3,true,false,4
2027-01-04,Monday,1,2,4,false,true,369
2027-01-05,Tuesday,1,2,5,false,true,1652
2027-01-06,Wednesday,1,2,6,false,true,445
2027-01-07,Thursday,1,2,7,false,true,1472
2027-01-08,Friday,1,2,8,false,false,643
2027-01-09,Saturday,1,2,9,true,false,38
2027-01-10,Sunday,1,3,10,true,false,5
2027-01-11,Monday,1,3,11,false,true,262
2027-01-12,Tuesday,1,3,12,false,true,1013
2027-01-13,Wednesday,1,3,13,false,false,324
2027-01-14,Thursday,1,3,14,false,true,878
2027-01-15,Friday,1,3,15,false,true,391
2027-01-16,Saturday,1,3,16,true,false,24
2027-01-17,Sunday,1,4,17,true,false,3
2027-01-18,Monday,1,4,18,false,false,662
2027-01-19,Tuesday,1,4,19,false,true,1641
2027-01-20,Wednesday,1,4,20,false,true,510
2027-01-21,Thursday,1,4,21,false,true,1358
2027-01-22,Friday,1,4,22,false,false,637
2027-01-23,Saturday,1,4,23,true,true,20
2027-01-24,Sunday,1,5,24,true,false,5
2027-01-25,Monday,1,5,25,false,false,651
2027-01-26,Tuesday,1,5,26,false,true,1579
2027-01-27,Wednesday,1,5,27,false,false,629
2027-01-28,Thursday,1,5,28,false,false,1352
2027-01-29,Friday,1,5,29,false,false,312
2027-01-30,Saturday,1,5,30,true,true,31
2027-01-31,Sunday,1,6,31,true,false,4
2027-02-01,Monday,2,6,1,false,true,662
2027-02-02,Tuesday,2,6,2,false,true,995
2027-02-03,Wednesday,2,6,3,false,false,636
2027-02-04,Thursday,2,6,4,false,true,1340
2027-02-05,Friday,2,6,5,false,true,566
2027-02-06,Saturday,2,6,6,true,false,12
2027-02-07,Sunday,2,7,7,true,false,5
2027-02-08,Monday,2,7,8,false,true,598
2027-02-09,Tuesday,2,7,9,false,true,1170
2027-02-10,Wednesday,2,7,10,false,true,550
2027-02-11,Thursday,2,7,11,false,true,1366
2027-02-12,Friday,2,7,12,false,true,650
2027-02-13,Saturday,2,7,13,true,true,28
2027-02-14,Sunday,2,8,14,true,false,5
2027-02-15,Monday,2,8,15,false,true,383
2027-02-16,Tuesday,2,8,16,false,false,958
2027-02-17,Wednesday,2,8,17,false,false,392
2027-02-18,Thursday,2,8,18,false,true,1606
2027-02-19,Friday,2,8,19,false,true,444
2027-02-20,Saturday,2,8,20,true,true,13
2027-02-21,Sunday,2,9,21,true,false,4
2027-02-22,Monday,2,9,22,false,false,372
2027-02-23,Tuesday,2,9,23,false,false,1151
2027-02-24,Wednesday,2,9,24,false,true,496
2027-02-25,Thursday,2,9,25,false,false,1236
2027-02-26,Friday,2,9,26,false,false,668
2027-02-27,Saturday,2,9,27,true,false,15
2027-02-28,Sunday,2,10,28,true,false,4
2027-03-01,Monday,3,10,1,false,false,448
2027-03-02,Tuesday,3,10,2,false,true,1318
2027-03-03,Wednesday,3,10,3,false,true,650
2027-03-04,Thursday,3,10,4,false,true,804
2027-03-05,Friday,3,10,5,false,true,533
2027-03-06,Saturday,3,10,6,true,false,10
2027-03-07,Sunday,3,11,7,true,false,5
2027-03-08,Monday,3,11,8,false,true,448
2027-03-09,Tuesday,3,11,9,false,false,1559
2027-03-10,Wednesday,3,11,10,false,false,331
2027-03-11,Thursday,3,11,11,false,false,1186
2027-03-12,Friday,3,11,12,false,true,619
2027-03-13,Saturday,3,11,13,true,false,7
2027-03-14,Sunday,3,12,14,true,true,4
2027-03-15,Monday,3,12,15,false,true,292
2027-03-16,Tuesday,3,12,16,false,false,1153
2027-03-17,Wednesday,3,12,17,false,true,279
2027-03-18,Thursday,3,12,18,false,true,953
2027-03-19,Friday,3,12,19,false,true,375
2027-03-20,Saturday,3,12,20,true,false,16
2027-03-21,Sunday,3,13,21,true,false,3
2027-03-22,Monday,3,13,22,false,true,586
2027-03-23,Tuesday,3,13,23,false,true,1539
2027-03-24,Wednesday,3,13,24,false,true,298
2027-03-25,Thursday,3,13,25,false,true,1328
2027-03-26,Friday,3,13,26,false,false,406
2027-03-27,Saturday,3,13,27,true,false,38
2027-03-28,Sunday,3,14,28,true,false,5
2027-03-29,Monday,3,14,29,false,false,627
2027-03-30,Tuesday,3,14,30,false,false,1688
2027-03-31,Wednesday,3,14,31,false,true,297
2027-04-01,Thursday,4,14,1,false,false,1201
2027-04-02,Friday,4,14,2,false,true,609
2027-04-03,Saturday,4,14,3,true,false,16
2027-04-04,Sunday,4,15,4,true,false,5
2027-04-05,Monday,4,15,5,false,true,459
2027-04-06,Tuesday,4,15,6,false,true,999
2027-04-07,Wednesday,4,15,7,false,true,495
2027-04-08,Thursday,4,15,8,false,true,1302
2027-04-09,Friday,4,15,9,false,true,641
2027-04-10,Saturday,4,15,10,true,false,8
2027-04-11,Sunday,4,16,11,true,true,5
2027-04-12,Monday,4,16,12,false,true,356
2027-04-13,Tuesday,4,16,13,false,true,1046
2027-04-14,Wednesday,4,16,14,false,true,553
2027-04-15,Thursday,4,16,15,false,false,1478
2027-04-16,Friday,4,16,16,false,true,349
2027-04-17,Saturday,4,16,17,true,false,6
2027-04-18,Sunday,4,17,18,true,false,3
2027-04-19,Monday,4,17,19,false,false,469
2027-04-20,Tuesday,4,17,20,false,true,984
2027-04-21,Wednesday,4,17,21,false,true,511
2027-04-22,Thursday,4,17,22,false,false,962
2027-04-23,Friday,4,17,23,false,true,384
2027-04-24,Saturday,4,17,24,true,false,11
2027-04-25,Sunday,4,18,25,true,false,4
2027-04-26,Monday,4,18,26,false,true,301
2027-04-27,Tuesday,4,18,27,false,true,905
2027-04-28,Wednesday,4,18,28,false,true,383
2027-04-29,Thursday,4,18,29,false,true,1408
2027-04-30,Friday,4,18,30,false,false,617
2027-05-01,Saturday,5,18,1,true,false,48
2027-05-02,Sunday,5,19,2,true,false,4
2027-05-03,Monday,5,19,3,false,false,364
2027-05-04,Tuesday,5,19,4,false,true,1513
2027-05-05,Wednesday,5,19,5,false,false,643
2027-05-06,Thursday,5,19,6,false,true,1641
2027-05-07,Friday,5,19,7,false,true,582
2027-05-08,Saturday,5,19,8,true,false,20
2027-05-09,Sunday,5,20,9,true,false,3
2027-05-10,Monday,5,20,10,false,false,571
2027-05-11,Tuesday,5,20,11,false,true,1710
2027-05-12,Wednesday,5,20,12,false,true,469
2027-05-13,Thursday,5,20,13,false,true,1153
2027-05-14,Friday,5,20,14,false,true,463
2027-05-15,Saturday,5,20,15,true,false,4
2027-05-16,Sunday,5,21,16,true,false,4
2027-05-17,Monday,5,21,17,false,false,393
2027-05-18,Tuesday,5,21,18,false,true,1709
2027-05-19,Wednesday,5,21,19,false,true,675
2027-05-20,Thursday,5,21,20,false,true,922
2027-05-21,Friday,5,21,21,false,true,543
2027-05-22,Saturday,5,21,22,true,false,5
2027-05-23,Sunday,5,22,23,true,false,3
2027-05-24,Monday,5,22,24,false,true,332
2027-05-25,Tuesday,5,22,25,false,true,812
2027-05-26,Wednesday,5,22,26,false,false,313
2027-05-27,Thursday,5,22,27,false,true,1089
2027-05-28,Friday,5,22,28,false,true,313
2027-05-29,Saturday,5,22,29,true,true,4
2027-05-30,Sunday,5,23,30,true,true,3
2027-05-31,Monday,5,23,31,false,true,575
2027-06-01,Tuesday,6,23,1,false,false,1623
2027-06-02,Wednesday,6,23,2,false,true,545
2027-06-03,Thursday,6,23,3,false,true,1011
2027-06-04,Friday,6,23,4,false,false,343
2027-06-05,Saturday,6,23,5,true,false,21
2027-06-06,Sunday,6,24,6,true,false,5
2027-06-07,Monday,6,24,7,false,false,355
2027-06-08,Tuesday,6,24,8,false,true,1461
2027-06-09,Wednesday,6,24,9,false,true,258
2027-06-10,Thursday,6,24,10,false,true,1290
2027-06-11,Friday,6,24,11,false,false,508
2027-06-12,Saturday,6,24,12,true,false,41
2027-06-13,Sunday,6,25,13,true,false,3
2027-06-14,Monday,6,25,14,false,true,250
2027-06-15,Tuesday,6,25,15,false,true,1159
2027-06-16,Wednesday,6,25,16,false,false,580
2027-06-17,Thursday,6,25,17,false,false,1654
2027-06-18,Friday,6,25,18,false,true,705
2027-06-19,Saturday,6,25,19,true,false,27
2027-06-20,Sunday,6,26,20,true,false,4
2027-06-21,Monday,6,26,21,false,false,400
2027-06-22,Tuesday,6,26,22,false,true,862
2027-06-23,Wednesday,6,26,23,false,true,600
2027-06-24,Thursday,6,26,24,false,false,1712
2027-06-25,Friday,6,26,25,false,false,536
2027-06-26,Saturday,6,26,26,true,true,46
2027-06-27,Sunday,6,27,27,true,false,5
2027-06-28,Monday,6,27,28,false,true,608
2027-06-29,Tuesday,6,27,29,false,true,931
2027-06-30,Wednesday,6,27,30,false,true,485
2027-07-01,Thursday,7,27,1,false,false,1416
2027-07-02,Friday,7,27,2,false,true,374
2027-07-03,Saturday,7,27,3,true,false,21
2027-07-04,Sunday,7,28,4,true,false,4
2027-07-05,Monday,7,28,5,false,false,546
2027-07-06,Tuesday,7,28,6,false,true,1436
2027-07-07,Wednesday,7,28,7,false,true,514
2027-07-08,Thursday,7,28,8,false,false,1724
2027-07-09,Friday,7,28,9,false,true,437
2027-07-10,Saturday,7,28,10,true,false,11
2027-07-11,Sunday,7,29,11,true,false,5
2027-07-12,Monday,7,29,12,false,true,603
2027-07-13,Tuesday,7,29,13,false,false,1676
2027-07-14,Wednesday,7,29,14,false,false,277
2027-07-15,Thursday,7,29,15,false,false,1072
2027-07-16,Friday,7,29,16,false,true,444
2027-07-17,Saturday,7,29,17,true,false,43
2027-07-18,Sunday,7,30,18,true,false,3
2027-07-19,Monday,7,30,19,false,false,576
2027-07-20,Tuesday,7,30,20,false,true,1474
2027-07-21,Wednesday,7,30,21,false,true,388
2027-07-22,Thursday,7,30,22,false,true,1147
2027-07-23,Friday,7,30,23,false,false,446
2027-07-24,Saturday,7,30,24,true,false,12
2027-07-25,Sunday,7,31,25,true,false,5
2027-07-26,Monday,7,31,26,false,true,495
2027-07-27,Tuesday,7,31,27,false,true,1586
2027-07-28,Wednesday,7,31,28,false,true,510
2027-07-29,Thursday,7,31,29,false,true,1259
2027-07-30,Friday,7,31,30,false,false,377
2027-07-31,Saturday,7,31,31,true,false,2
2027-08-01,Sunday,8,32,1,true,false,3
2027-08-02,Monday,8,32,2,false,true,361
2027-08-03,Tuesday,8,32,3,false,true,1192
2027-08-04,Wednesday,8,32,4,false,false,586
2027-08-05,Thursday,8,32,5,false,true,1436
2027-08-06,Friday,8,32,6,false,false,343
2027-08-07,Saturday,8,32,7,true,false,3
2027-08-08,Sunday,8,33,8,true,false,5
2027-08-09,Monday,8,33,9,false,true,472
2027-08-10,Tuesday,8,33,10,false,false,1203
2027-08-11,Wednesday,8,33,11,false,false,497
2027-08-12,Thursday,8,33,12,false,false,1528
2027-08-13,Friday,8,33,13,false,false,471
2027-08-14,Saturday,8,33,14,true,true,29
2027-08-15,Sunday,8,34,15,true,false,4
2027-08-16,Monday,8,34,16,false,true,427
2027-08-17,Tuesday,8,34,17,false,false,1147
2027-08-18,Wednesday,8,34,18,false,true,521
2027-08-19,Thursday,8,34,19,false,true,1225
2027-08-20,Friday,8,34,20,false,true,575
2027-08-21,Saturday,8,34,21,true,false,22
2027-08-22,Sunday,8,35,22,true,false,5
2027-08-23,Monday,8,35,23,false,false,586
2027-08-24,Tuesday,8,35,24,false,true,1082
2027-08-25,Wednesday,8,35,25,false,false,525
2027-08-26,Thursday,8,35,26,false,true,1368
2027-08-27,Friday,8,35,27,false,true,618
2027-08-28,Saturday,8,35,28,true,true,4
2027-08-29,Sunday,8,36,29,true,false,4
2027-08-30,Monday,8,36,30,false,true,634
2027-08-31,Tuesday,8,36,31,false,true,1002
2027-09-01,Wednesday,9,36,1,false,false,630
2027-09-02,Thursday,9,36,2,false,true,1227
2027-09-03,Friday,9,36,3,false,true,509
2027-09-04,Saturday,9,36,4,true,false,23
2027-09-05,Sunday,9,37,5,true,false,4
2027-09-06,Monday,9,37,6,false,true,255
2027-09-07,Tuesday,9,37,7,false,true,937
2027-09-08,Wednesday,9,37,8,false,false,380
2027-09-09,Thursday,9,37,9,false,false,824
2027-09-10,Friday,9,37,10,false,true,570
2027-09-11,Saturday,9,37,11,true,false,0
2027-09-12,Sunday,9,38,12,true,false,5
2027-09-13,Monday,9,38,13,false,true,363
2027-09-14,Tuesday,9,38,14,false,true,1563
2027-09-15,Wednesday,9,38,15,false,true,491
2027-09-16,Thursday,9,38,16,false,true,1335
2027-09-17,Friday,9,38,17,false,false,553
2027-09-18,Saturday,9,38,18,true,false,10
2027-09-19,Sunday,9,39,19,true,false,4
2027-09-20,Monday,9,39,20,false,true,670
2027-09-21,Tuesday,9,39,21,false,false,1426
2027-09-22,Wednesday,9,39,22,false,false,370
2027-09-23,Thursday,9,39,23,false,true,1477
2027-09-24,Friday,9,39,24,false,true,449
2027-09-25,Saturday,9,39,25,true,false,11
2027-09-26,Sunday,9,40,26,true,false,5
2027-09-27,Monday,9,40,27,false,false,392
2027-09-28,Tuesday,9,40,28,false,false,1538
2027-09-29,Wednesday,9,40,29,false,false,541
2027-09-30,Thursday,9,40,30,false,true,1487
2027-10-01,Friday,10,40,1,false,false,577
2027-10-02,Saturday,10,40,2,true,false,40
2027-10-03,Sunday,10,41,3,true,true,5
2027-10-04,Monday,10,41,4,false,true,585
2027-10-05,Tuesday,10,41,5,false,false,1621
2027-10-06,Wednesday,10,41,6,false,false,343
2027-10-07,Thursday,10,41,7,false,true,1692
2027-10-08,Friday,10,41,8,false,false,593
2027-10-09,Saturday,10,41,9,true,false,16
2027-10-10,Sunday,10,42,10,true,false,4
2027-10-11,Monday,10,42,11,false,true,477
2027-10-12,Tuesday,10,42,12,false,false,878
2027-10-13,Wednesday,10,42,13,false,true,336
2027-10-14,Thursday,10,42,14,false,true,1148
2027-10-15,Friday,10,42,15,false,false,308
2027-10-16,Saturday,10,42,16,true,false,43
2027-10-17,Sunday,10,43,17,true,false,3
2027-10-18,Monday,10,43,18,false,true,436
2027-10-19,Tuesday,10,43,19,false,false,1504
2027-10-20,Wednesday,10,43,20,false,true,673
2027-10-21,Thursday,10,43,21,false,true,985
2027-10-22,Friday,10,43,22,false,true,367
2027-10-23,Saturday,10,43,23,true,false,18
2027-10-24,Sunday,10,44,24,true,true,4
2027-10-25,Monday,10,44,25,false,false,439
2027-10-26,Tuesday,10,44,26,false,false,1201
2027-10-27,Wednesday,10,44,27,false,false,354
2027-10-28,Thursday,10,44,28,false,true,1048
2027-10-29,Friday,10,44,29,false,true,347
2027-10-30,Saturday,10,44,30,true,false,10
2027-10-31,Sunday,10,45,31,true,false,5
2027-11-01,Monday,11,45,1,false,true,590
2027-11-02,Tuesday,11,45,2,false,true,1196
2027-11-03,Wednesday,11,45,3,false,false,300
2027-11-04,Thursday,11,45,4,false,true,1484
2027-11-05,Friday,11,45,5,false,false,399
2027-11-06,Saturday,11,45,6,true,false,35
2027-11-07,Sunday,11,46,7,true,false,3
2027-11-08,Monday,11,46,8,false,false,339
2027-11-09,Tuesday,11,46,9,false,false,1307
2027-11-10,Wednesday,11,46,10,false,true,567
2027-11-11,Thursday,11,46,11,false,false,1405
2027-11-12,Friday,11,46,12,false,false,607
2027-11-13,Saturday,11,46,13,true,false,32
2027-11-14,Sunday,11,47,14,true,false,4
2027-11-15,Monday,11,47,15,false,false,572
2027-11-16,Tuesday,11,47,16,false,false,1014
2027-11-17,Wednesday,11,47,17,false,false,239
2027-11-18,Thursday,11,47,18,false,false,1155
2027-11-19,Friday,11,47,19,false,true,655
2027-11-20,Saturday,11,47,20,true,false,3
2027-11-21,Sunday,11,48,21,true,false,4
2027-11-22,Monday,11,48,22,false,true,465
2027-11-23,Tuesday,11,48,23,false,false,1692
2027-11-24,Wednesday,11,48,24,false,true,386
2027-11-25,Thursday,11,48,25,false,false,1599
2027-11-26,Friday,11,48,26,false,false,309
2027-11-27,Saturday,11,48,27,true,false,22
